emp_id,gender,age,marital_status,job_level,experience,dept,emp_type,wlb,work_env,physical_activity_hours,workload,stress,sleep_hours,commute_mode,commute_distance,num_companies,team_size,num_reports,edu_level,have_ot,training_hours_per_year,job_satisfaction,emp_satisfaction
2212,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,4,2,2.3,2,3,7.9,Bike,8,0,25,0,High School,False,10.5,4,Tinggi
2223,Female,27,Single,Junior,5,HR,Full-Time,4,2,3.1,1,1,6.6,Public Transport,20,1,9,0,High School,False,22.5,4,Tinggi
2280,Female,24,Single,Junior,2,Finance,Full-Time,4,3,2.8,5,1,7.1,Motorbike,13,0,8,0,High School,False,21.0,4,Tinggi
2310,Male,22,Single,Junior,0,IT,Full-Time,5,4,0.7,5,1,8.5,Motorbike,4,0,10,0,High School,True,20.0,4,Tinggi
2380,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,3,2.1,5,1,7.5,Car,19,0,23,0,High School,False,10.0,4,Tinggi
2427,Female,23,Single,Junior,1,Operations,Full-Time,5,4,2.6,4,3,6.8,Bike,1,0,7,0,High School,False,20.5,4,Tinggi
2433,Female,22,Single,Intern/Fresher,0,Marketing,Full-Time,1,2,2.5,2,1,6.3,Car,22,0,20,0,High School,False,10.0,4,Tinggi
2439,Female,24,Single,Junior,2,Operations,Part-Time,4,5,1.5,5,1,7.8,Motorbike,21,0,5,0,High School,False,21.0,4,Tinggi
2448,Female,22,Single,Junior,0,Operations,Full-Time,1,2,1.4,2,2,8.4,Car,8,0,9,0,High School,False,20.0,4,Tinggi
2463,Female,22,Single,Intern/Fresher,0,Operations,Full-Time,2,2,2.9,3,1,8.5,Public Transport,16,0,30,0,High School,False,10.0,4,Tinggi
2466,Male,25,Single,Junior,3,IT,Full-Time,1,4,2.2,1,1,5.5,Public Transport,25,1,6,0,High School,True,21.5,4,Tinggi
2482,Female,23,Single,Intern/Fresher,1,Sales,Full-Time,5,5,3.0,4,1,5.0,Bike,9,0,26,0,High School,False,10.5,4,Tinggi
2521,Female,23,Single,Junior,1,Marketing,Full-Time,2,3,0.5,1,1,7.3,Car,24,0,9,0,High School,False,20.5,4,Tinggi
2554,Female,24,Single,Junior,2,Finance,Contract,1,5,3.0,1,3,4.4,Walk,2,0,7,0,High School,False,21.0,4,Tinggi
2555,Female,22,Single,Intern/Fresher,0,Sales,Part-Time,1,3,3.1,2,1,8.6,Car,29,0,24,0,High School,False,10.0,4,Tinggi
2557,Male,23,Single,Intern/Fresher,1,Sales,Full-Time,2,4,3.1,2,3,7.4,Walk,1,0,27,0,High School,False,10.5,4,Tinggi
2560,Male,24,Single,Junior,2,Operations,Full-Time,3,1,0.6,2,1,6.4,Car,14,0,9,0,High School,False,21.0,4,Tinggi
2568,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,1,5,1.4,3,1,5.5,Public Transport,17,0,20,0,High School,False,10.5,4,Tinggi
2573,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,5,2,1.4,3,1,6.9,Motorbike,7,0,28,0,High School,False,10.0,4,Tinggi
2585,Male,28,Single,Junior,6,IT,Full-Time,2,2,0.9,2,1,8.5,Bike,10,2,6,0,High School,True,23.0,4,Tinggi
2606,Male,23,Single,Junior,1,HR,Full-Time,3,2,1.9,5,2,8.0,Car,17,0,7,0,High School,False,20.5,4,Tinggi
2607,Female,22,Single,Junior,0,Operations,Full-Time,2,3,1.5,1,1,8.3,Public Transport,23,0,7,0,High School,False,20.0,4,Tinggi
2620,Male,22,Single,Intern/Fresher,0,Finance,Part-Time,5,2,2.3,2,3,8.2,Car,23,0,26,0,High School,False,10.0,4,Tinggi
2635,Female,23,Single,Junior,1,IT,Full-Time,4,2,2.5,1,2,6.4,Bike,7,0,6,0,High School,False,20.5,4,Tinggi
2642,Female,28,Single,Junior,4,Legal,Contract,5,2,2.8,5,1,7.7,Bike,3,2,7,0,High School,False,22.0,4,Tinggi
2648,Female,22,Single,Junior,0,Marketing,Full-Time,4,1,3.8,2,1,7.4,Car,8,0,9,0,High School,True,20.0,4,Tinggi
2670,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,4,2.4,4,1,7.5,Bike,3,0,21,0,High School,False,10.0,4,Tinggi
2676,Female,23,Single,Junior,1,Operations,Part-Time,5,1,1.8,4,1,7.6,Public Transport,15,0,8,0,High School,False,20.5,4,Tinggi
2730,Female,24,Single,Junior,2,Finance,Full-Time,3,3,2.6,2,3,8.6,Car,24,0,5,0,High School,False,21.0,4,Tinggi
2736,Female,29,Single,Junior,7,IT,Contract,5,1,1.8,5,1,7.4,Public Transport,22,2,5,0,High School,False,23.5,4,Tinggi
397,Female,22,Single,Junior,0,Finance,Full-Time,4,2,2.1,4,2,6.6,Motorbike,7,0,7,0,High School,True,20.0,3,Rendah
2529,Female,24,Single,Junior,2,Finance,Contract,4,5,3.4,2,1,6.9,Motorbike,10,0,5,0,High School,False,21.0,3,Rendah
682,Female,23,Single,Intern/Fresher,1,Sales,Full-Time,2,5,2.5,3,2,7.1,Car,6,0,22,0,High School,True,10.5,3,Rendah
684,Female,23,Single,Junior,1,Customer Service,Full-Time,1,3,2.2,3,1,6.5,Motorbike,12,0,7,0,High School,False,20.5,3,Rendah
691,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,5,2,0.8,1,3,6.9,Car,28,0,26,0,High School,False,10.5,3,Rendah
692,Female,26,Single,Junior,4,Legal,Full-Time,1,5,0.2,3,1,7.7,Car,23,1,5,0,High School,False,22.0,3,Rendah
696,Female,24,Single,Junior,2,Finance,Full-Time,1,5,2.8,5,3,8.2,Bike,10,0,9,0,High School,False,21.0,3,Rendah
760,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,4,2.6,2,1,7.3,Car,16,0,28,0,High School,False,10.0,3,Rendah
776,Female,22,Single,Intern/Fresher,0,Finance,Full-Time,3,3,3.0,2,2,7.9,Car,10,0,23,0,High School,False,10.0,3,Rendah
781,Male,23,Single,Intern/Fresher,1,IT,Full-Time,4,2,0.8,5,1,8.9,Car,14,0,27,0,High School,True,10.5,3,Rendah
806,Male,22,Single,Junior,0,Sales,Part-Time,4,1,2.5,3,1,6.6,Public Transport,9,0,7,0,High School,False,20.0,3,Rendah
824,Female,23,Single,Junior,1,IT,Full-Time,4,1,2.9,4,1,8.0,Car,22,0,7,0,High School,True,20.5,3,Rendah
834,Male,23,Single,Junior,1,Legal,Part-Time,4,4,0.3,3,1,7.3,Motorbike,15,0,8,0,High School,False,20.5,3,Rendah
843,Female,22,Single,Junior,0,Marketing,Part-Time,5,2,2.3,2,1,6.2,Public Transport,23,0,8,0,High School,False,20.0,3,Rendah
873,Male,22,Single,Junior,0,Operations,Full-Time,4,1,1.2,5,3,9.4,Motorbike,16,0,10,0,High School,False,20.0,3,Rendah
915,Male,24,Single,Junior,2,Finance,Full-Time,2,5,0.4,5,1,7.2,Bike,10,0,8,0,High School,False,21.0,3,Rendah
921,Male,23,Single,Junior,1,IT,Full-Time,5,2,3.3,1,1,6.3,Public Transport,26,0,6,0,High School,True,20.5,3,Rendah
927,Female,26,Single,Junior,4,Finance,Part-Time,4,1,1.7,5,1,7.9,Public Transport,19,1,6,0,High School,False,22.0,3,Rendah
929,Male,23,Single,Junior,1,IT,Full-Time,4,4,2.0,5,2,7.7,Walk,1,0,7,0,High School,True,20.5,3,Rendah
947,Female,23,Single,Intern/Fresher,1,Marketing,Contract,3,1,1.9,1,1,6.0,Bike,4,0,23,0,High School,False,10.5,3,Rendah
975,Female,22,Single,Intern/Fresher,0,Sales,Full-Time,5,2,2.3,3,3,8.0,Car,27,0,21,0,High School,False,10.0,3,Rendah
985,Female,22,Single,Intern/Fresher,0,Legal,Full-Time,1,2,3.4,2,2,7.5,Public Transport,29,0,21,0,High School,False,10.0,3,Rendah
1021,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,5,2,1.4,4,2,6.5,Car,27,0,22,0,High School,False,10.0,3,Rendah
1031,Male,23,Single,Intern/Fresher,1,Finance,Full-Time,3,2,2.2,4,1,6.1,Motorbike,22,0,20,0,High School,False,10.5,3,Rendah
1032,Male,23,Single,Intern/Fresher,1,Operations,Full-Time,5,2,1.3,4,1,9.6,Public Transport,10,0,26,0,High School,False,10.5,3,Rendah
1040,Male,26,Single,Junior,4,Finance,Full-Time,5,4,2.2,5,1,6.1,Bike,8,1,5,0,High School,False,22.0,3,Rendah
1042,Male,29,Single,Junior,7,IT,Full-Time,3,5,1.1,3,1,6.8,Bike,9,2,7,0,High School,True,23.5,3,Rendah
1048,Female,27,Single,Junior,5,Operations,Full-Time,3,5,3.5,5,1,6.2,Bike,2,1,6,0,High School,False,22.5,3,Rendah
1069,Male,22,Single,Intern/Fresher,0,IT,Part-Time,1,5,2.1,1,2,7.2,Bike,10,0,20,0,High School,True,10.0,3,Rendah
1075,Male,28,Single,Junior,6,Sales,Part-Time,5,2,2.7,2,1,6.7,Public Transport,20,2,9,0,High School,False,23.0,3,Rendah
2257,Male,22,Single,Intern/Fresher,0,Finance,Full-Time,1,1,2.1,4,1,7.2,Public Transport,28,0,23,0,High School,False,10.0,3,Rendah
2286,Female,23,Single,Intern/Fresher,1,Finance,Full-Time,1,1,1.9,5,1,6.8,Car,10,0,22,0,High School,False,10.5,3,Rendah
2304,Female,26,Single,Junior,3,Finance,Full-Time,1,1,2.6,2,1,6.0,Walk,1,1,10,0,High School,False,21.5,3,Rendah
2363,Female,22,Single,Intern/Fresher,0,Operations,Part-Time,1,2,2.5,2,3,6.8,Bike,8,0,21,0,High School,False,10.0,3,Rendah
2366,Male,28,Single,Junior,6,IT,Part-Time,1,2,2.9,5,1,7.5,Car,11,2,6,0,High School,True,23.0,3,Rendah
2409,Male,22,Single,Intern/Fresher,0,IT,Full-Time,3,1,1.6,4,1,6.0,Car,28,0,21,0,High School,True,10.0,3,Rendah
2440,Male,24,Single,Junior,2,IT,Full-Time,2,3,1.8,5,1,7.3,Public Transport,10,0,6,0,High School,True,21.0,3,Rendah
2467,Male,23,Single,Junior,1,Finance,Full-Time,3,2,1.9,5,3,8.4,Public Transport,5,0,6,0,High School,True,20.5,3,Rendah
2520,Male,22,Single,Intern/Fresher,0,IT,Full-Time,2,5,1.7,5,1,6.4,Walk,1,0,28,0,High School,True,10.0,3,Rendah
2539,Male,24,Single,Junior,2,Operations,Full-Time,5,1,2.5,5,1,6.8,Public Transport,15,0,5,0,High School,True,21.0,3,Rendah
2551,Male,22,Single,Intern/Fresher,0,IT,Part-Time,2,2,2.3,5,1,7.5,Car,24,0,23,0,High School,True,10.0,3,Rendah
2577,Female,23,Single,Junior,1,Legal,Part-Time,1,2,1.3,5,2,6.3,Bike,6,0,10,0,High School,False,20.5,3,Rendah
2599,Female,24,Single,Junior,2,Marketing,Full-Time,1,2,3.2,4,1,6.3,Public Transport,22,0,5,0,High School,False,21.0,3,Rendah
2629,Female,23,Single,Intern/Fresher,1,Customer Service,Full-Time,4,1,0.3,3,3,6.7,Motorbike,17,0,20,0,High School,False,10.5,3,Rendah
2686,Female,22,Single,Junior,0,Marketing,Full-Time,1,2,0.0,4,1,4.8,Car,24,0,10,0,High School,False,20.0,3,Rendah
2690,Male,26,Single,Junior,4,Sales,Part-Time,1,2,2.8,1,1,6.7,Public Transport,22,1,5,0,High School,True,22.0,3,Rendah
2715,Female,23,Single,Intern/Fresher,1,IT,Part-Time,1,2,0.0,2,1,5.7,Car,22,0,22,0,High School,False,10.5,3,Rendah
2760,Female,26,Single,Junior,4,IT,Full-Time,4,1,1.1,3,1,5.9,Bike,1,1,5,0,High School,True,22.0,3,Rendah
2777,Male,24,Married,Junior,1,IT,Full-Time,1,4,0.1,2,3,6.9,Walk,2,0,8,0,High School,True,20.5,3,Rendah
2849,Male,23,Single,Junior,1,IT,Full-Time,1,3,1.7,5,3,9.1,Public Transport,8,0,7,0,High School,False,20.5,3,Rendah
329,Male,23,Single,Intern/Fresher,1,IT,Part-Time,1,4,0.4,5,2,6.8,Public Transport,20,0,28,0,High School,True,10.5,2,Rendah
1100,Female,22,Single,Junior,0,Finance,Full-Time,5,5,1.1,4,2,7.0,Car,8,0,10,0,High School,False,20.0,2,Rendah
1135,Male,23,Single,Junior,1,IT,Full-Time,2,3,3.1,1,2,7.4,Public Transport,18,0,6,0,High School,True,20.5,2,Rendah
1139,Male,24,Single,Junior,2,Operations,Full-Time,5,2,1.2,4,1,6.6,Public Transport,18,0,8,0,High School,False,21.0,2,Rendah
1161,Male,22,Single,Intern/Fresher,0,IT,Full-Time,1,2,3.0,3,1,9.6,Public Transport,26,0,20,0,High School,True,10.0,2,Rendah
1182,Male,24,Single,Junior,2,Finance,Full-Time,4,1,1.6,3,1,7.8,Car,28,0,10,0,High School,False,21.0,2,Rendah
1203,Male,23,Single,Junior,1,Finance,Full-Time,5,3,3.9,2,2,7.9,Public Transport,5,0,8,0,High School,False,20.5,2,Rendah
1278,Female,24,Married,Junior,2,Operations,Full-Time,4,5,3.4,5,1,6.4,Motorbike,4,0,5,0,High School,False,21.0,2,Rendah
1311,Female,25,Married,Junior,3,Finance,Full-Time,5,1,4.0,1,1,6.4,Motorbike,20,1,7,0,High School,False,21.5,2,Rendah
1315,Male,22,Single,Intern/Fresher,0,Marketing,Part-Time,5,3,2.4,1,2,6.7,Public Transport,28,0,21,0,High School,True,10.0,2,Rendah
1335,Female,28,Single,Junior,2,IT,Full-Time,2,5,4.2,3,3,8.2,Car,10,2,9,0,High School,True,21.0,2,Rendah
1354,Male,29,Single,Junior,7,IT,Part-Time,5,5,0.0,2,2,5.9,Bike,3,2,6,0,High School,True,23.5,2,Rendah
1373,Female,23,Single,Intern/Fresher,1,Operations,Full-Time,2,5,0.2,4,1,6.9,Public Transport,10,0,22,0,High School,False,10.5,2,Rendah
1379,Male,23,Single,Junior,1,Finance,Full-Time,5,5,3.5,5,1,7.2,Public Transport,15,0,9,0,High School,False,20.5,2,Rendah
1384,Female,22,Single,Junior,0,Legal,Full-Time,2,3,1.2,4,1,9.2,Public Transport,27,0,9,0,High School,False,20.0,2,Rendah
1440,Female,22,Single,Junior,0,IT,Contract,4,2,1.9,4,1,7.5,Walk,1,0,9,0,High School,True,20.0,2,Rendah
1451,Male,22,Single,Intern/Fresher,0,Marketing,Full-Time,3,5,2.2,2,2,5.8,Motorbike,15,0,22,0,High School,False,10.0,2,Rendah
1457,Female,24,Single,Junior,2,Sales,Contract,3,5,1.0,2,2,7.2,Public Transport,16,0,8,0,High School,False,21.0,2,Rendah
1,Female,37,Married,Senior,5,Operations,Full-Time,5,3,2.1,3,1,8.2,Motorbike,18,5,24,7,Bachelor,False,42.5,5,Tinggi
4,Male,31,Married,Mid,2,Finance,Full-Time,5,5,1.5,2,2,7.0,Car,14,3,15,0,Bachelor,False,31.0,5,Tinggi
104,Female,40,Married,Senior,18,Finance,Full-Time,5,2,2.0,1,1,7.5,Motorbike,12,6,21,5,Bachelor,False,49.0,5,Tinggi
157,Male,29,Single,Mid,7,IT,Full-Time,4,5,2.8,2,1,8.4,Walk,1,2,12,0,Bachelor,False,33.5,5,Tinggi
233,Male,29,Single,Senior,7,IT,Full-Time,3,5,3.3,1,1,8.1,Car,7,2,15,6,Bachelor,True,43.5,5,Tinggi
260,Male,35,Married,Senior,13,Finance,Full-Time,5,5,2.5,5,1,9.2,Motorbike,13,4,19,7,Bachelor,False,46.5,5,Tinggi
277,Male,52,Married,Lead,3,IT,Full-Time,5,5,2.5,1,1,7.2,Bike,8,10,23,9,Bachelor,True,51.5,5,Tinggi
321,Female,60,Married,Senior,8,Operations,Full-Time,5,4,4.3,3,1,7.4,Public Transport,23,12,25,5,Bachelor,False,44.0,5,Tinggi
399,Male,39,Single,Mid,17,IT,Contract,5,5,3.3,2,1,8.6,Bike,1,5,14,0,Bachelor,True,38.5,5,Tinggi
484,Male,31,Married,Senior,2,Customer Service,Part-Time,4,5,2.8,3,1,9.0,Bike,10,3,15,1,Bachelor,False,41.0,5,Tinggi
509,Male,38,Single,Senior,7,Finance,Full-Time,5,5,2.7,3,1,6.1,Public Transport,7,5,23,3,Bachelor,False,43.5,5,Tinggi
561,Female,37,Single,Senior,14,Marketing,Full-Time,4,4,2.6,1,1,6.1,Public Transport,8,5,19,2,Bachelor,False,47.0,5,Tinggi
569,Male,31,Single,Senior,9,Finance,Full-Time,5,3,0.6,1,1,7.8,Car,23,3,24,4,Bachelor,False,44.5,5,Tinggi
584,Female,53,Married,Lead,8,Marketing,Full-Time,5,5,1.8,1,1,6.2,Car,11,10,22,7,Bachelor,False,54.0,5,Tinggi
615,Female,29,Single,Mid,7,Finance,Full-Time,5,4,1.8,4,1,8.5,Walk,1,2,13,0,Bachelor,False,33.5,5,Tinggi
658,Male,31,Married,Mid,3,IT,Full-Time,4,4,2.1,3,1,8.9,Car,17,3,12,0,Bachelor,False,31.5,5,Tinggi
851,Female,34,Single,Mid,8,Sales,Part-Time,4,3,1.9,2,1,9.0,Public Transport,13,4,13,0,Bachelor,False,34.0,5,Tinggi
897,Female,48,Married,Lead,26,Operations,Full-Time,4,3,1.5,2,1,9.1,Bike,5,8,23,4,Bachelor,False,63.0,5,Tinggi
926,Female,32,Married,Senior,1,Operations,Full-Time,5,4,3.2,2,1,6.3,Public Transport,6,3,18,3,Bachelor,False,40.5,5,Tinggi
938,Female,50,Married,Senior,6,IT,Full-Time,5,5,3.6,3,1,8.6,Public Transport,29,9,23,5,Bachelor,True,43.0,5,Tinggi
941,Female,41,Married,Mid,19,Operations,Full-Time,3,5,1.6,1,1,7.0,Motorbike,12,6,10,0,Bachelor,False,39.5,5,Tinggi
965,Male,40,Married,Senior,18,IT,Full-Time,5,3,3.6,1,2,7.7,Public Transport,24,6,16,3,Bachelor,False,49.0,5,Tinggi
989,Female,35,Single,Senior,13,Operations,Full-Time,5,5,1.1,4,1,8.5,Walk,1,4,19,4,Bachelor,False,46.5,5,Tinggi
1105,Male,53,Married,Lead,12,HR,Full-Time,3,5,1.9,1,1,8.6,Public Transport,9,10,24,9,Bachelor,False,56.0,5,Tinggi
1150,Female,36,Married,Senior,14,Finance,Part-Time,2,5,3.8,1,1,7.3,Car,22,4,22,3,Bachelor,False,47.0,5,Tinggi
1152,Female,50,Married,Lead,2,Finance,Part-Time,5,4,2.9,1,1,6.1,Car,11,9,27,7,Bachelor,False,51.0,5,Tinggi
1159,Female,40,Married,Mid,18,Finance,Full-Time,4,4,3.2,2,1,7.1,Car,6,6,14,0,Bachelor,False,39.0,5,Tinggi
1267,Male,51,Married,Senior,13,Sales,Full-Time,5,4,1.9,2,1,6.9,Public Transport,26,9,19,7,Bachelor,False,46.5,5,Tinggi
1310,Female,34,Single,Senior,6,Marketing,Full-Time,1,4,2.4,1,1,9.4,Public Transport,19,4,20,4,Bachelor,False,43.0,5,Tinggi
1320,Male,50,Divorced,Senior,13,IT,Part-Time,5,5,1.5,4,1,8.7,Bike,5,9,15,7,Bachelor,False,46.5,5,Tinggi
1340,Male,51,Married,Lead,6,Operations,Contract,5,5,2.5,3,1,6.2,Public Transport,12,9,20,4,Bachelor,False,53.0,5,Tinggi
1347,Male,47,Married,Senior,12,Legal,Part-Time,5,5,2.7,1,1,5.9,Public Transport,13,8,20,2,Bachelor,False,46.0,5,Tinggi
1435,Female,53,Divorced,Lead,4,Sales,Part-Time,4,4,3.2,3,1,8.6,Car,29,10,25,9,Bachelor,False,52.0,5,Tinggi
1447,Male,54,Divorced,Lead,17,IT,Full-Time,5,3,3.2,2,1,8.0,Car,17,10,25,8,Bachelor,False,58.5,5,Tinggi
1449,Male,56,Married,Senior,29,Finance,Contract,5,2,2.8,2,1,8.1,Public Transport,12,11,24,1,Bachelor,False,54.5,5,Tinggi
1477,Male,37,Married,Senior,3,IT,Part-Time,4,4,2.4,1,1,9.0,Car,29,5,18,6,Bachelor,True,41.5,5,Tinggi
1536,Male,36,Married,Senior,14,Finance,Full-Time,3,4,2.5,1,1,7.3,Car,18,4,15,7,Bachelor,False,47.0,5,Tinggi
1561,Female,35,Married,Senior,6,Marketing,Full-Time,3,5,2.0,1,1,7.2,Car,14,4,21,3,Bachelor,False,43.0,5,Tinggi
1620,Female,32,Single,Senior,10,Finance,Full-Time,5,4,2.0,3,1,7.3,Car,28,3,22,4,Bachelor,False,45.0,5,Tinggi
1657,Male,54,Married,Senior,14,Finance,Full-Time,3,4,1.8,2,1,8.3,Car,8,10,25,4,Bachelor,False,47.0,5,Tinggi
1668,Female,28,Single,Mid,6,Legal,Part-Time,5,5,0.9,2,1,6.0,Motorbike,22,2,12,0,Bachelor,False,33.0,5,Tinggi
1737,Female,30,Married,Senior,8,Legal,Full-Time,5,4,0.4,2,1,8.3,Public Transport,17,2,20,3,Bachelor,False,44.0,5,Tinggi
1757,Male,47,Married,Mid,7,IT,Full-Time,5,3,2.5,1,1,7.1,Public Transport,18,8,14,0,Bachelor,False,33.5,5,Tinggi
1770,Female,35,Married,Senior,13,Customer Service,Full-Time,4,5,3.6,3,1,7.8,Bike,1,4,21,6,Bachelor,False,46.5,5,Tinggi
1820,Male,52,Married,Senior,11,IT,Full-Time,3,5,2.4,1,1,7.4,Public Transport,21,10,15,1,Bachelor,False,45.5,5,Tinggi
1828,Male,53,Married,Lead,10,Sales,Full-Time,4,3,0.7,3,1,9.3,Car,15,10,28,9,Bachelor,False,55.0,5,Tinggi
1834,Male,28,Married,Senior,6,IT,Contract,4,5,2.4,4,1,8.9,Walk,1,2,17,7,Bachelor,False,43.0,5,Tinggi
1849,Female,59,Married,Senior,9,Marketing,Full-Time,4,5,2.7,1,1,6.2,Public Transport,7,12,22,2,Bachelor,False,44.5,5,Tinggi
1853,Male,36,Married,Senior,11,IT,Full-Time,5,5,1.7,1,1,6.1,Public Transport,28,4,18,9,Bachelor,False,45.5,5,Tinggi
1856,Female,38,Single,Mid,9,Operations,Full-Time,5,5,1.7,4,1,7.1,Walk,2,5,14,0,Bachelor,False,34.5,5,Tinggi
1871,Female,32,Married,Mid,10,Marketing,Full-Time,5,5,2.1,1,1,9.1,Public Transport,14,3,14,0,Bachelor,False,35.0,5,Tinggi
1917,Male,53,Married,Senior,24,Operations,Full-Time,5,5,1.8,1,1,5.5,Public Transport,23,10,15,8,Bachelor,False,52.0,5,Tinggi
1948,Male,45,Married,Mid,23,Sales,Full-Time,3,5,2.0,2,1,8.0,Car,9,7,12,0,Bachelor,False,41.5,5,Tinggi
1997,Female,28,Married,Senior,6,Marketing,Part-Time,4,4,0.0,4,1,9.5,Bike,10,2,25,4,Bachelor,False,43.0,5,Tinggi
2022,Male,31,Married,Senior,9,Finance,Full-Time,5,5,1.2,3,1,6.4,Car,8,3,23,2,Bachelor,False,44.5,5,Tinggi
2034,Female,45,Married,Lead,17,Finance,Full-Time,5,4,2.0,3,2,8.6,Public Transport,21,7,29,6,Bachelor,False,58.5,5,Tinggi
2063,Male,40,Single,Lead,17,Finance,Full-Time,3,5,1.0,2,1,8.1,Car,17,6,20,5,Bachelor,False,58.5,5,Tinggi
2073,Female,47,Married,Senior,25,IT,Part-Time,5,4,3.0,2,1,6.4,Walk,2,8,19,8,Bachelor,False,52.5,5,Tinggi
2074,Male,38,Married,Senior,16,Finance,Part-Time,5,5,0.7,2,1,9.0,Bike,8,5,23,7,Bachelor,False,48.0,5,Tinggi
2075,Female,30,Single,Senior,8,Operations,Contract,3,5,1.2,1,1,7.2,Walk,2,2,18,2,Bachelor,False,44.0,5,Tinggi
2079,Female,31,Married,Senior,9,HR,Full-Time,4,5,1.1,2,2,7.5,Motorbike,14,3,20,6,Bachelor,False,44.5,5,Tinggi
2114,Female,37,Single,Senior,6,HR,Contract,4,5,3.3,1,2,7.0,Bike,8,5,25,2,Bachelor,False,43.0,5,Tinggi
2117,Female,49,Married,Senior,16,IT,Full-Time,5,3,1.6,1,1,6.5,Car,18,9,19,5,Bachelor,False,48.0,5,Tinggi
2167,Male,35,Single,Mid,13,Marketing,Full-Time,4,3,2.4,2,1,8.7,Motorbike,3,4,10,0,Bachelor,False,36.5,5,Tinggi
2193,Female,30,Single,Senior,8,Operations,Full-Time,5,4,1.4,4,1,9.0,Car,14,2,20,1,Bachelor,False,44.0,5,Tinggi
2194,Female,38,Divorced,Senior,15,Finance,Full-Time,5,3,2.3,3,1,8.3,Public Transport,18,5,24,7,Bachelor,False,47.5,5,Tinggi
2326,Male,31,Married,Mid,9,IT,Full-Time,5,5,2.1,1,1,6.3,Public Transport,19,3,15,0,Bachelor,True,34.5,5,Tinggi
2336,Male,34,Single,Mid,5,IT,Full-Time,5,3,1.6,1,1,8.5,Car,15,4,13,0,Bachelor,True,32.5,5,Tinggi
2343,Male,39,Single,Senior,17,Sales,Full-Time,5,4,2.0,2,1,8.5,Car,26,5,18,9,Bachelor,False,48.5,5,Tinggi
2351,Female,35,Married,Senior,13,Marketing,Full-Time,5,5,2.6,1,2,5.8,Car,16,4,18,4,Bachelor,False,46.5,5,Tinggi
2377,Female,35,Married,Senior,6,Operations,Contract,5,4,3.2,1,1,6.6,Public Transport,21,4,20,7,Bachelor,False,43.0,5,Tinggi
2411,Male,32,Married,Senior,1,Sales,Full-Time,5,2,0.9,1,1,9.1,Car,23,3,24,7,Bachelor,False,40.5,5,Tinggi
2418,Male,32,Married,Senior,10,Operations,Full-Time,4,4,0.5,1,1,8.7,Public Transport,27,3,23,9,Bachelor,False,45.0,5,Tinggi
2428,Male,38,Married,Senior,16,Finance,Part-Time,5,2,2.4,1,1,7.7,Car,21,5,15,6,Bachelor,False,48.0,5,Tinggi
2434,Male,34,Divorced,Senior,12,Operations,Full-Time,2,5,2.4,1,1,9.4,Bike,6,4,18,7,Bachelor,False,46.0,5,Tinggi
2770,Female,37,Married,Senior,5,Finance,Contract,2,5,2.6,5,1,5.9,Car,7,5,19,9,Bachelor,False,42.5,5,Tinggi
2776,Male,37,Married,Senior,15,Finance,Part-Time,4,4,1.6,3,2,8.0,Car,25,5,20,4,Bachelor,False,47.5,5,Tinggi
2778,Male,44,Married,Mid,16,HR,Full-Time,4,2,3.7,3,1,8.1,Public Transport,16,7,14,0,Bachelor,False,38.0,5,Tinggi
2780,Male,50,Married,Senior,10,Finance,Full-Time,1,3,0.1,2,2,8.2,Public Transport,26,9,18,5,Bachelor,False,45.0,5,Tinggi
2782,Male,54,Married,Senior,10,Finance,Full-Time,5,3,3.4,2,1,6.9,Public Transport,12,10,23,6,Bachelor,True,45.0,5,Tinggi
2784,Female,38,Married,Senior,16,Finance,Full-Time,1,2,3.4,1,2,6.8,Walk,2,5,24,7,Bachelor,False,48.0,5,Tinggi
2787,Male,39,Single,Senior,17,Sales,Contract,3,5,2.9,4,1,7.0,Car,26,5,15,9,Bachelor,False,48.5,5,Tinggi
2789,Female,30,Divorced,Senior,8,Operations,Part-Time,5,1,1.9,4,1,9.7,Public Transport,24,2,24,1,Bachelor,False,44.0,5,Tinggi
2791,Male,43,Divorced,Senior,21,Operations,Full-Time,2,4,2.8,5,3,8.3,Public Transport,11,7,19,9,Bachelor,False,50.5,5,Tinggi
2793,Female,60,Married,Senior,13,Finance,Full-Time,3,3,4.4,2,1,8.9,Car,28,12,22,2,Bachelor,False,46.5,5,Tinggi
2794,Male,25,Single,Senior,3,Finance,Full-Time,4,2,2.4,4,1,6.1,Public Transport,12,1,22,7,Bachelor,False,41.5,5,Tinggi
2796,Male,31,Married,Mid,5,IT,Part-Time,4,5,3.3,1,1,5.2,Bike,4,3,11,0,Bachelor,True,32.5,5,Tinggi
2804,Male,30,Divorced,Senior,8,Sales,Full-Time,4,3,2.6,1,2,7.1,Walk,2,2,19,8,Bachelor,False,44.0,5,Tinggi
2812,Female,49,Married,Senior,27,Marketing,Full-Time,5,4,2.3,4,1,6.4,Car,28,9,19,8,Bachelor,False,53.5,5,Tinggi
