"id_survey","date_of_survey","ticket_system","overall_rating","customer_service","features","value_for_money","ease_of_use","likelihood_to_recommend","overall_text"
"T_03192",2024-12-08,"Zoho Desk",5,3,5,5,5,9,"Pros:It is very easy to use and understand. It has all the features that we require. Also the GUI is too user friendly."
"T_03563",2024-12-12,"Zendesk",5,5,5,3,4,6,"Pros:Great application for live chat with customers with good real time metrics"
"T_00686",2024-10-18,"Zoho Desk",,,,,,,
"T_02631",2024-11-30,"Freshdesk",5,3,4,2,5,5,"Worth investing for a new startup to get staff and productivity underway."
"T_01638",2024-11-10,"Zendesk",5,4,5,5,5,10,"If you own a business, you have to have Zendesk. It's an amazing platform for your respondance with your customers."
"T_00465",2024-10-12,"Freshdesk",5,5,4,4,5,7,"We have had a very good experience with Freshdesk. As our needs evolve we are finding Freshdesk is able to meet our needs every step of the way and we still have not exhausted all the tools at our disposal."
"T_03845",2024-12-16,"Zendesk",5,4,5,5,5,9,"I use it to record issues with customers, such as document problems, or quality of service issues. I use it to search for issues that my colleagues have dealt with, in case I end up having to deal with a follow-up. I use it to call customers frequently. I use it to email customers with important information. I use it to coordinate dealing with issues with my colleagues. It's a great app, it's intuitve and easy to use."
"T_01560",2024-11-09,"Zoho Desk",,,,,,,
"T_03689",2024-12-14,"Freshdesk",4,5,4,5,5,8,"Pros:I love the way this software accepts a number of sources creating tickets in a unique interface that simplifies agents life when replying to customers.It doesn't matter if we get emails or whatsapp messages or other messaging system, they all converge in a single system where we can forget about the source and concentrate on customer needs."
"T_02434",2024-11-26,"Zendesk",5,3,5,5,5,9,"Pros:Very user-friendly and easy to track tickets by organization."
"T_02551",2024-11-29,"Zoho Desk",,,,,,,
"T_01579",2024-11-09,"Freshdesk",5,4,4,4,4,5,"Our ticketing nightmare has become a thing of the past, we have live chat features that allows our Web users contact us directly. It's really nice."
"T_04742",2024-12-29,"Zoho Desk",5,4,5,5,5,9,"Pros:We use Zoho Desk on a daily basis for several projects and to cover different needs and all I gotta say is that it is a ''must have'' app for most businesses. The adaptability, connectivity with other apps, ease of use, and configuration simply exceed expectations."
"T_03041",2024-12-06,"Zoho Desk",5,4,5,5,5,8,"Pros:User Friendly interface, easy to use and best features as compared to other similar products."
"T_03624",2024-12-13,"Zendesk",4,4,3,4,4,8,"I would definitely recommend Zendesk when it comes to a ticket system for around 10-12 people. But once you exceed around that amount and/or want very detailed reporting, goals, statistics, trends, etc., I would recommend a more intricate ticket system."
"T_03533",2024-12-12,"Freshdesk",5,4,5,5,5,9,"Freshdesk is a great helpdesk application that really competes with the 'big guys'... not only with features, but with price as well. Freshdesk has an amazing and intuitive import feature unlike its competitors. It allows you to import your customer details effortlessly."
"T_04152",2024-12-20,"Jira Service Management",,,,,,,
"T_02754",2024-12-02,"Freshdesk",,,,,,,
"T_02298",2024-11-23,"Zendesk",,,,,,,
"T_01997",2024-11-17,"Freshdesk",,,,,,,
"T_04434",2024-12-24,"ServiceNow",4,3,5,3,5,7,"We've been using ServiceNow for 5+ years and it has really transformed our Service Desk and Customer Service teams ability to work with the customer."
"T_01487",2024-11-07,"Zendesk",5,4,5,5,5,8,"I can say that Zendesk is very mucb helpful."
"T_01283",2024-11-03,"Freshdesk",3,4,4,3,3,6,"Overall the best tool we have had to identify our customers needs."
"T_04599",2024-12-27,"Zoho Desk",,,,,,,
"T_02289",2024-11-23,"Zendesk",,,,,,,
"T_02687",2024-12-01,"Freshdesk",5,0,5,5,4,8,"Overall functionality very good, i would definitely recommend it if your company is facing customer daily and need to reply all the inquiries in a transparent manner"
"T_02791",2024-12-02,"Jira Service Management",5,5,4,5,4,9,"Too many !!"
"T_00730",2024-10-19,"Zendesk",,,,,,,
"T_00634",2024-10-17,"Freshdesk",,,,,,,
"T_03328",2024-12-10,"Zoho Desk",,,,,,,
"T_00666",2024-10-17,"Jira Service Management",,,,,,,
"T_02062",2024-11-18,"Zendesk",5,4,5,5,5,7,"Overall much better"
"T_01357",2024-11-05,"Zoho Desk",,,,,,,
"T_04312",2024-12-23,"Zoho Desk",5,4,5,5,5,9,"Pros:We were looking for a good help desk software and Zoho covered all of our necesities."
"T_03452",2024-12-11,"Freshdesk",4,4,4,4,4,6,"Useful in managing day to day activities and incoming requests, excellent level of service"
"T_02802",2024-12-03,"Zoho Desk",,,,,,,
"T_03285",2024-12-09,"Freshdesk",5,5,5,5,5,10,"We have thousands of customers using our product and they find it easy to get in touch with us for any query using freshdesk. Freshdesk helps us in keep them satisfied."
"T_00968",2024-10-25,"Jira Service Management",4,2,3,3,2,7,"Pros:The integration with JIRA and Confluence has allowed us to easily integrate our instances and train users."
"T_02617",2024-11-30,"Zoho Desk",5,5,5,5,5,10,"Zoho Desk is such a great feature to add to your line of customer support tools. You can easily integrate it directly with other Zoho Products (CRM, Mail, Chat, ect) and it's a seamless integration.Zoho Desk support team is great, They provide friendly and top of the line services and they get back to their customers at their earlier (which is a few hours) ."
"T_03296",2024-12-09,"Zendesk",,,,,,,
"T_03674",2024-12-14,"Zoho Desk",,,,,,,
"T_04223",2024-12-21,"Zendesk",5,4,5,5,5,9,"Pros:Ferramenta excelente. otimo custo e beneficio"
"T_04683",2024-12-28,"Zoho Desk",5,3,5,4,4,7,"Overall we are happy with zoho. Customer support is liking this new system so we are good with it."
"T_01080",2024-10-28,"Zendesk",,,,,,,
"T_00836",2024-10-22,"Freshdesk",5,4,5,5,5,10,"Acts as a life saver tool for marketing and handling your workouts properly.Most effective and interactive software thus making it compatible and more interesting to use."
"T_04203",2024-12-21,"Zendesk",5,3,5,5,5,9,"Pros:The platform has great uptime, never gives issues and is incredibly easy/fast to use."
"T_01836",2024-11-14,"Zendesk",4,1,4,4,3,3,"The only reason I am using zendesk is because it is integraded and my entire ticket history is in Zendesk. I am just hoping I do not need any support in the future because it will take so much time and frustration. It is just not worth it."
"T_02172",2024-11-20,"Jira Service Management",,,,,,,
"T_04427",2024-12-24,"Zendesk",,,,,,,
"T_01314",2024-11-04,"Zoho Desk",,,,,,,
"T_02968",2024-12-05,"Zoho Desk",5,4,4,5,4,8,"Pros:Integration with the rest of the solutions is pretty simple and prebuilt. API and hooks are very good for making connections to outside products."
"T_00093",2024-10-03,"Zoho Desk",,,,,,,
"T_01794",2024-11-13,"Zendesk",,,,,,,
"T_01663",2024-11-11,"Zoho Desk",5,1,4,5,4,7,"Pros:there are plenty ways to describe zoho desk pros: Easy way to customize fields, add agents,setting departments.The REST API is very stable and easy to develop. software documantions is realy good.users were able to understand fast - learning curve is fast"
"T_01900",2024-11-15,"Zendesk",,,,,,,
"T_01678",2024-11-11,"Freshdesk",5,3,5,5,5,8,"Better local customer experience than compactors that are not local or in the same nation."
"T_04010",2024-12-18,"otrs",5,3,5,4,5,8,"The user experience with OTRS is amazing. Being able to show all your work to the client is great."
"T_03143",2024-12-07,"Zendesk",5,2,5,5,5,9,"Great so far. I wish their most basic plan had more features because it can get expensive if you want more features. But even with the basic plan there is lots you can do."
"T_02261",2024-11-22,"Jira Service Management",,,,,,,
"T_02851",2024-12-03,"Zendesk",5,3,5,5,5,10,"Pros:In an organization like ours where customers communicate with the sales team via multiple mediums, it used to be very difficult to effectively track Workflow. With Zendesk chat ,we have been able to create an effective customer service workflow via which we have been able to track all customer queries in real time.Web visitors chatting with our Live chat team are also able to add attachments via the chat window , saving precious time that would had been otherwise expended sending attachments as via email.Zendesk has also enabled customers get a copy of their chat session with our sales agents in their inbox for record purposes."
"T_04050",2024-12-19,"Freshdesk",5,5,4,4,5,9,"Pros:The ability to manage support for multiple products and brands is what Freshdesk offers unlike any others., and what makes it best on the market. One could start their own outsource/contracted support company by using Freshdesk."
"T_04391",2024-12-24,"Zoho Desk",,,,,,,
"T_03231",2024-12-08,"Zendesk",5,3,5,5,5,9,"Help keep track of problems on our site makes my life easier!"
"T_00559",2024-10-15,"Zoho Desk",,,,,,,
"T_03708",2024-12-14,"Zendesk",,,,,,,
"T_02560",2024-11-29,"Zoho Desk",5,5,5,4,5,8,"Automation of inide and outside communication (with customers and between technical specialists)"
"T_01935",2024-11-16,"Freshdesk",,,,,,,
"T_04028",2024-12-19,"Zoho Desk",5,3,5,5,5,10,"Pros:- It helps all customer communication come to one location- It helps us monitor service level for customer service"
"T_03095",2024-12-06,"Jira Service Management",,,,,,,
"T_02012",2024-11-17,"ServiceNow",4,4,3,5,5,8,"Pros:Ability to get queued to the correct department, and attach all the needed text/files"
"T_00746",2024-10-19,"Jira Service Management",5,2,5,5,5,8,"Once is set up, easy to use and track incidents. I would recommend Jira."
"T_00376",2024-10-10,"Zoho Desk",,,,,,,
"T_03561",2024-12-12,"Zendesk",,,,,,,
"T_03886",2024-12-17,"Zoho Desk",5,3,5,5,4,8,"Save time and money. Better support."
"T_01878",2024-11-15,"Freshdesk",5,3,4,4,5,8,"Our experience using this software has been quite pleasant; it has allowed us to improve communication with our customers exponentially; it brings a lot to our customer service and support. It has also been advantageous to have configured automatic responses; many customers find their answers without contacting an agent. In short, it has helped us to provide personalized, real-time customer service and support to our clientele, thus boosting customer satisfaction and efficiently streamlining problem resolution."
"T_03767",2024-12-15,"Zendesk",5,4,4,4,5,6,"Their help during challenges has been brilliant and responsive, regardless of how confounded or top to bottom the issue could end up being."
"T_03287",2024-12-09,"Freshdesk",5,3,5,5,5,9,"I have been able to manage multiple queries without any issue and reply to all incoming queries in a professional way. I definitely recommend."
"T_03884",2024-12-17,"Zoho Desk",5,3,4,5,5,10,"I do not need to think about what I need to do next, the product allows me to do what I love and help my customers with fast, effective responses to their needs"
"T_04858",2024-12-30,"Freshdesk",,,,,,,
"T_04557",2024-12-26,"Zendesk",4,4,5,2,3,3,"Overall the software is awesome for organizing mid to enterprise-level support for organizations. However, may not be suitable for smaller companies due to not having flexible packages and too high prices for necessary tools."
"T_03367",2024-12-10,"Freshdesk",5,2,5,5,4,8,"Easy accessible files,simple way of communicating, Issues can be known easily, vibrant, great tool to use"
"T_04612",2024-12-27,"Zoho Desk",5,5,5,5,5,10,"Easy to support our members."
"T_01606",2024-11-09,"ServiceNow",5,2,5,5,5,8,"ServiceNow is a great platform to build products, manage service portals, design tables and a lot more that cannot be described using words."
"T_00477",2024-10-12,"ServiceNow",5,4,4,4,4,8,"New to the tool but very excited."
"T_04026",2024-12-19,"Zoho Desk",5,2,5,5,5,7,"Pros:Support tracking, user friendly End user GUI. I have been evaluating for more than a month. If you are not tech savvy - you can figure with documentation. Able to sync with CRM, which is added advantage. So one system to manage your end users."
"T_01947",2024-11-16,"Zendesk",5,4,5,4,4,8,"Pros:Zendesk is great for managing customer requests, integrating with other tools, and working cross-functionally to make sure issues are resolved. It's also super flexible with a great support staff and help center."
"T_02649",2024-11-30,"Jira Service Management",,,,,,,
"T_03685",2024-12-14,"Freshdesk",5,4,5,5,5,10,"Overall, Freshdesk is a good option for businesses looking for a comprehensive tool to streamline project management. However, it's important to evaluate the cost and customer support against the business needs before making a decision."
"T_03841",2024-12-16,"Freshdesk",4,4,3,4,5,7,"Over all a good tool, easy to learn, configure and track."
"T_03309",2024-12-09,"Zendesk",,,,,,,
"T_01246",2024-11-02,"Zendesk",4,1,4,5,4,8,"We normally handle 6000 cases a week using Zendesk and Zendesk Chat."
"T_03069",2024-12-06,"Zendesk",,,,,,,
"T_00449",2024-10-12,"Zoho Desk",5,4,5,5,4,9,"Has saved us lots of time and I also feel it gives a more professional feel to our service."
"T_03610",2024-12-13,"Freshdesk",,,,,,,
"T_03451",2024-12-11,"Freshdesk",5,4,5,5,5,9,"Pros:We migrated from Zendesk to FreshDesk for better pricing and additional features. FreshDesk was a fresh, welcome change from ZD convoluted UI. It was easier to make our way around FreshDesk and it almost started feeling like a CRM where we could access full histories of customers. We loved the API and it's ability to integrate with our various systems."
"T_02236",2024-11-22,"Freshdesk",4,3,4,4,4,7,"Very complete solution, provides a good experience."
"T_00145",2024-10-04,"Zendesk",5,5,5,5,5,9,"We've tried a handful of ticketing systems, but Zendesk has been the most user friendly and almost fully functional immediately upon sign up. Zendesk also integrates with numerous other options to improve the communication between platforms. The only downside is they don't offer customer satisfaction reviews with the lower plans and as a newer user to ticketing, it would be very helpful to have feedback on our client's experience withZendesk ticketing."
"T_02651",2024-11-30,"Jira Service Management",,,,,,,
"T_02534",2024-11-28,"Zendesk",4,-1,4,3,5,1,"Pros:It has a lot of features and has been around for ages"
"T_02510",2024-11-28,"Zoho Desk",5,3,5,5,5,6,"Pros:The things thatwe like about zoho desk is Ease of use you can quickly brand it according to your company branding and its integration with other zoho projects"
"T_00971",2024-10-26,"Zoho Desk",4,3,5,5,5,9,"Customers are important to companies, so this tool allows customers to respond more quickly"
"T_02054",2024-11-18,"Zendesk",4,2,4,3,3,4,"Good tool, but a bit pricey, and support is mediocre."
"T_04457",2024-12-25,"Zoho Desk",5,5,5,5,5,9,"Pros:We are using Zoho Desk for the helpdesk and IT ticketing tool primarily and it was really nice and user-friendly."
"T_00991",2024-10-26,"Zendesk",3,0,2,1,3,4,"Overall, i was very satisfied when we first started with them, but every year I have found more experiences that were negative.Moving away from them will take a long time, but I am not happy with their service at the moment."
"T_04101",2024-12-20,"Zoho Desk",,,,,,,
"T_01634",2024-11-10,"Zendesk",5,4,5,5,5,9,"Pros:Before Zendesk, our website had many carts abandoned, and it took us much longer to discover tech or coupon issues. Zendesk allows us to speak with our customers directly and immediately in real time, allowing us to fix issues as quickly as possible so other customers don't experience the same thing, and also to ensure they don't abandon cart simply due to remaining questions they want answered or technical issues. Has been instrumental for the growth of my business."
"T_01995",2024-11-17,"Freshdesk",4,3,5,4,4,8,"Pros:I like the way emails are treated when they arrive. The functionality of automating standard responses and some processes. The real-time chat feature is very useful for our operation"
"T_03385",2024-12-10,"Zendesk",,,,,,,
"T_02670",2024-12-01,"Zoho Desk",4,5,3,5,4,6,"Pros:Support team is wonderful; most of the functions are very intuitive; love the customization that is available; love how the notification system works. love the phone app to stay on top of things."
"T_01301",2024-11-03,"Jira Service Management",,,,,,,
"T_00252",2024-10-07,"Freshdesk",5,5,5,5,5,10,"We are a distribution company that imports several US and European brands into Canada.We manage the customer service inquiries for all these brands for Canadian customers and retailers.We were previously using Outlook inboxes but that became too cumbersome.Freshdesk has allowed us to feed all inquiries to one place while still maintaining our separate brands and automatically routing tickets to the appropriate customer services team.Our workflows are more efficient and customers are easier to track."
"T_04054",2024-12-19,"Freshdesk",5,4,5,5,5,9,"Pros:Very easy to use and customize. Developing integration with the use of API is also very easy."
"T_00380",2024-10-10,"Freshdesk",,,,,,,
"T_02111",2024-11-19,"Freshdesk",5,5,5,4,5,9,"A very big problem has been solved through this program, which is its availability and its branching in this field. Now I do not need in my work to manage the customer service department. This program is bad only."
"T_02381",2024-11-25,"Freshdesk",,,,,,,
"T_04317",2024-12-23,"Zoho Desk",5,5,5,5,5,10,"Good"
"T_03667",2024-12-14,"Zoho Desk",5,4,5,5,5,8,"Organizing trouble tickets, ability to solve them faster."
"T_01666",2024-11-11,"Zoho Desk",4,0,4,5,4,6,"Pros:It is fairly easy to use in keeping communication open between clients and employees. I'd say it is second best."
"T_02472",2024-11-27,"Freshdesk",5,5,5,5,5,9,"The overall experience has been amazing be it in terms of mail sorting, reports, providing a timely response to users and automation being one of the most rewarding USP's of the software. Would highly recommend this software to organisations looking for a easy to operate and budget friendly, highly supportive software."
"T_02755",2024-12-02,"Freshdesk",5,3,5,4,5,9,"The helpdesk and features combined with it made it the perfect solution for a school that receives lots of communication from areas of school. It allows us all to have one place where we can collate all our knowledge and see work that we are all working. This allows us to easily cover for other staff when they are off. The reports were also very insightful and progressive for our department"
"T_01067",2024-10-28,"Freshdesk",,,,,,,
"T_01946",2024-11-16,"Zendesk",,,,,,,
"T_02778",2024-12-02,"ServiceNow",,,,,,,
"T_01475",2024-11-07,"Freshdesk",5,4,5,5,5,9,"Pros:This is a very easy to use product that will save you time and money long term. The Project management/Tasks feature is amazing. The Ticketing system has improved overall efficiency for our Tech department. You can implement other third party tools for remote access to your end users."
"T_02222",2024-11-22,"Zoho Desk",3,2,3,4,4,6,"It enabled us to quickly embed a specialist help desk and knowledge management tool within our software."
"T_02395",2024-11-25,"Zendesk",,,,,,,
"T_03464",2024-12-11,"Zendesk",,,,,,,
"T_01390",2024-11-05,"ServiceNow",5,4,5,5,5,9,"Pros:Apart from being an efficient IT Service Management tool, ServiceNow aides in provinding a centralized system for service operations and tracking service disruption incidents."
"T_00238",2024-10-07,"Zoho Desk",,,,,,,
"T_00021",2024-10-01,"Freshdesk",5,4,5,5,5,9,"Pros:If you have a small business and want to up your customer service game, and make sure your employees stay on task with customer service needs this platform is for you. I've used it for several years and I have no complaints, all updates have been wonderful along the way!"
"T_04123",2024-12-20,"Zendesk",5,2,5,4,4,7,"Zen in terms of form and function. It will bring peace of mind to both your IT Helpdesk and to your end-users/clients."
"T_02263",2024-11-23,"Zoho Desk",,,,,,,
"T_04886",2024-12-30,"Jira Service Management",,,,,,,
"T_04454",2024-12-25,"Zoho Desk",,,,,,,
"T_00154",2024-10-04,"Jira Service Management",,,,,,,
"T_00940",2024-10-25,"Zoho Desk",,,,,,,
"T_01307",2024-11-04,"Zoho Desk",5,2,4,5,4,7,"Overall, Zoho Desk is a great tool that I would recommend to anyone who is looking for a way to improve their customer service."
"T_00568",2024-10-15,"Freshdesk",5,3,4,4,5,6,"Pros:Very intuitive and simple to use. Compliant with ITIL recommendations"
"T_01112",2024-10-29,"Freshdesk",4,1,3,4,5,7,"The tool has increased the productivity of the team, due to the automation of many tasks that were done manually before.i personally use the tool to report the Support situation to the Top Management but, as I said before, I had to rebuild some dashboard externally (Excel) due to the weird result of some of the KPIs stored in the software."
"T_01362",2024-11-05,"Freshdesk",,,,,,,
"T_03903",2024-12-17,"Freshdesk",5,3,4,4,5,8,"From my experience in Freshdisk, it helps greatly in customer support, solving problems, and managing them for customers quickly, because it has tools that help you do this easily and quickly."
"T_04064",2024-12-19,"Zendesk",4,3,5,3,4,5,"We are able to funnel all email communication, social media channels, comments, direct messages and live chat from our website into ZenDesk so our customer service team can easily handle the communication from one centralized platform."
"T_03076",2024-12-06,"Zendesk",,,,,,,
"T_02508",2024-11-28,"Zoho Desk",5,4,5,5,5,10,"Pros:Great and easy to use. Customers are very happy with support."
"T_01365",2024-11-05,"Freshdesk",2,0,2,2,3,0,"Freshdesk in general is ok to work with, it doesn't excell in specific matters but also not fails. However we made the misstake to close our contract directly with Freshworks (as our re-seller stopped), this has been the biggest misstake ever. There customer service and assistance is not excisting, questions remain unanswered, no solutions are offered, with this all kind of problems start to arise for which no solutions are offered"
"T_01069",2024-10-28,"Freshdesk",5,4,4,5,5,8,"Great. Great. Great. No complaints thus far, save for the slight irritations noted above"
"T_04602",2024-12-27,"Zoho Desk",,,,,,,
"T_03305",2024-12-09,"Zendesk",,,,,,,
"T_03370",2024-12-10,"Freshdesk",,,,,,,
"T_00571",2024-10-15,"Zendesk",4,1,4,5,5,7,"It has a great polished UI, wonderful implementation of real world customer support interfaces, and very easy to learn. Zendesk proves to be one giant in the customer support industry and any business should be able to utilize this software with ease.If you're looking for a robust CS program that can manage all your customer's queries and, at the same time, make it easier for your agents to solve problems for the customers, Zendesk should be your first choice."
"T_01099",2024-10-28,"otrs",4,4,4,4,4,9,"1. Bajaron los tiempos de respuesta a las solicitudes. 2. no se pierden las solicitudes. 3. Se sabe el tiempo que se llevo en solucionar los tickets. 4. Se emiten reportes."
"T_00257",2024-10-07,"Freshdesk",,,,,,,
"T_03288",2024-12-09,"Freshdesk",5,3,4,5,4,8,"Pros:The system itself is great and does everything I need. I have used across two companies and it suits our needs and helps us greatly. It's user friendly and quick to set up."
"T_00305",2024-10-08,"Freshdesk",5,5,5,5,5,9,"Awesome CRM solution.Good to have for your business and seamless operation and easy to use."
"T_04042",2024-12-19,"Freshdesk",5,3,5,5,4,8,"We've been able to grow and scale our business from 3 to 50 employees and didn't have the change the software along the way. We are a helpdesk doing technical support, so this is what we use the most. Growth was easy, and the price is reasonable. Intuitive, so it isn't hard for new employees to learn the system either."
"T_01530",2024-11-08,"Freshdesk",,,,,,,
"T_01420",2024-11-06,"Freshdesk",4,2,3,3,3,7,"I think they are trying to make improvements on a regular basis so that is encouraging."
"T_03061",2024-12-06,"Freshdesk",5,3,5,5,4,8,"Demand and conflicting work priorities is being remedied with Freshdesk as we are instructing all of our stakeholders to request changes through Freshdesk, then are then categorised as a change request and prioritised accordingly."
"T_04603",2024-12-27,"Zoho Desk",,,,,,,
"T_00131",2024-10-04,"Freshdesk",,,,,,,
"T_01106",2024-10-29,"Zoho Desk",5,3,5,5,5,9,"Zoho software is highly simple to use, secure, reliable, multi- tasked, easy to use, price is also affordable, easy teaming, and makes easier workflow."
"T_02750",2024-12-02,"Freshdesk",4,2,4,3,5,7,"Offer a service of first attention to my clients, giving my company the ability to serve them all as if they were unique, giving a plus of development and growth to my business."
"T_02473",2024-11-27,"Freshdesk",,,,,,,
"T_04175",2024-12-21,"Zoho Desk",4,3,4,4,4,8,"This platform has tons of interesting features that are so much easy to use firstly customer satisfaction that it provides is the best thing in it. I have positive experience with this Zoho desk. I love it."
"T_04647",2024-12-27,"Zendesk",,,,,,,
"T_02948",2024-12-04,"Jira Service Management",5,3,5,5,3,8,"Overall amazing experience, once you set it up and is customized to your use case it is going to perform greatly"
"T_03759",2024-12-15,"Freshdesk",,,,,,,
"T_00585",2024-10-15,"Jira Service Management",4,4,4,4,3,6,"Good! It's a clear and helpful way to track work and keep things organized. Way better than trying to deal with support requests through email"
"T_04151",2024-12-20,"Jira Service Management",,,,,,,
"T_04779",2024-12-29,"Zendesk",5,2,3,5,5,7,"We really love the reporting capabilities of ease of use in Zendesk. It's great to use!"
"T_01894",2024-11-15,"Zendesk",5,4,4,5,5,7,"Helps everyone focus on the work instead of the work order creation process or any other oddities in the work flow that is created by alternative ticketing softwares."
"T_02517",2024-11-28,"Freshdesk",,,,,,,
"T_04897",2024-12-30,"otrs",,,,,,,
"T_01865",2024-11-15,"Zoho Desk",5,3,5,4,5,9,"Zoho Desk is a top-tier platform for developing individualized customer service offerings. It's a separate platform connected to the company that has all the greatest capabilities for prioritizing requests, managing the requests, and closing more and more requests. I've been using Zoho Desk for quite some time now, and it's been invaluable for streamlining my operations and those of my customer service staff."
"T_03548",2024-12-12,"Zendesk",5,3,5,5,5,10,"Supervisors in our organization value Zendesk's reporting and analytics capabilities, which allow them to evaluate team performance and the quality of customer service. They can also use call recordings and analytics to improve agent training.IT administrators appreciate Zendesk's scalability and integration capabilities, allowing them to customize the platform to their business needs. They also value the security and access management of the platform. Customers and end users can experience an improvement in the quality of customer service when interacting with companies that use Zendesk. They can receive faster and more accurate answers to their questions."
"T_03544",2024-12-12,"Freshdesk",5,4,4,3,5,8,"Overall i can give an good rating and its worth for money and ease and automation in ticket routing is satisfactory"
"T_02184",2024-11-21,"Freshdesk",5,4,4,3,5,7,"Pros:Freshdesk provides an unrivalled ability to stay on top of client support and issue management. This tool is so far the best in class at supporting our needs in supporting our client base."
"T_04062",2024-12-19,"Zendesk",,,,,,,
"T_04719",2024-12-28,"Zendesk",,,,,,,
"T_00472",2024-10-12,"Zendesk",5,5,4,5,5,8,"Pros:We use this product every day as our ticketing system at work. We are able to give employees their own login, they can work on their own projects, etc. One of the most underrated parts of this software is the capability to use triggers and filters. Makes work much easier!"
"T_02846",2024-12-03,"Zendesk",,,,,,,
"T_04564",2024-12-26,"Zendesk",,,,,,,
"T_03372",2024-12-10,"Freshdesk",,,,,,,
"T_03532",2024-12-12,"Freshdesk",5,4,4,5,5,10,"Very good experience. Helpful software for us. We'll keep using it."
"T_04023",2024-12-19,"Zoho Desk",4,3,4,5,4,5,"Pros:Modern and easy to use interface, can be administered and customized without any specific knowledgeHas all the basic functions support software should haveNice workflow/escalation rules to automate support proceduresGood intergation capabilities (phone calls, chats, Zoho CRM)"
"T_04697",2024-12-28,"Freshdesk",5,5,4,5,5,7,"Overall awesome! Super happy we chose Freshworks. I have no regrets and no other software I'd like to use. Everything works in our daily tasks and flows smoothly."
"T_01861",2024-11-14,"Jira Service Management",,,,,,,
"T_04692",2024-12-28,"Freshdesk",,,,,,,
"T_02850",2024-12-03,"Zendesk",,,,,,,
"T_04178",2024-12-21,"Zoho Desk",5,4,5,5,5,9,"My experience with Zoho Desk has been one of the best. He offers me a complete communication and interaction service, without too many mysteries. It's nice and easy to use."
"T_04378",2024-12-24,"Zoho Desk",4,3,4,5,4,6,"Highly recommended if you use other Zoho Suite solutions or a way to start with."
"T_00167",2024-10-05,"Zoho Desk",,,,,,,
"T_02128",2024-11-19,"Zendesk",,,,,,,
"T_00239",2024-10-07,"Zoho Desk",,,,,,,
"T_00401",2024-10-10,"ServiceNow",5,4,4,4,5,10,"- It was smooth to use and the faster assistance as a Helpdesk Assistant can be given.- Can easily track any Ticket ID"
"T_04899",2024-12-30,"otrs",,,,,,,
"T_04009",2024-12-18,"otrs",4,4,4,3,3,8,"Organize and Improve Desk and Operation functions. The value and level of services delivered by our department/team is better understood internally. Customer expectation is managed properly, therefore leading to improvements in customer experience."
"T_03156",2024-12-07,"Zendesk",5,3,4,4,4,7,"Pros:Zendesk is a great tool for handling customer support queries. the part I like best is how it integrates with email so you can either enter the dashboard or simply handle support queries via email. You can have multiple teams and assign queries to different team members, overall it makes our customer support system very easy."
"T_03567",2024-12-12,"Zendesk",,,,,,,
"T_01674",2024-11-11,"Freshdesk",4,2,5,5,5,8,"Support and development teams may quickly and easily filter issues in Freshdesk using the many available filters. Using freshdesk has been a simple process. Another perk is that numerous tickets can be linked to the same major disruption."
"T_01874",2024-11-15,"Zoho Desk",,,,,,,
"T_04171",2024-12-21,"Zoho Desk",3,4,4,3,3,7,"Overall, the software is excellent, especially in terms of the customer database and usability. In Zoho CRM, the reporting is also excellent."
"T_04168",2024-12-21,"Zoho Desk",,,,,,,
"T_02370",2024-11-25,"Zoho Desk",4,3,3,3,4,6,"Pros:Easy startup and straightforward way to use the normal procedures. A good way of making simple procedures and to assign tasks automatically."
"T_00321",2024-10-08,"Zendesk",,,,,,,
"T_04740",2024-12-28,"otrs",5,3,5,5,5,6,"Pros:The main Pro point of the product is the control of time, sla and quality of care based on Itil v3."
"T_04673",2024-12-28,"Zoho Desk",,,,,,,
"T_00418",2024-10-11,"Zoho Desk",5,2,5,5,4,8,"The overall experience has been good.Once we started using it, there is no need to explore any other tool. Solves our purpose completely"
"T_00245",2024-10-07,"Zoho Desk",,,,,,,
"T_02558",2024-11-29,"Zoho Desk",4,2,4,3,4,7,"Learning on ticket management"
"T_02997",2024-12-05,"Zendesk",5,1,5,4,5,7,"Pros:The versatility from both side using (admin as well as agents)"
"T_04201",2024-12-21,"Zendesk",5,5,4,5,4,8,"Monitoring tickets, activity, and agent reports are easy to navigate. There's a delay from time to time, but that didn't lessen the experience we had, and I can vouch that it's a good system to use for sourcing and outsourcing data everywhere."
"T_00569",2024-10-15,"Freshdesk",5,4,4,5,5,7,"Centralization of the support. A place to follow everything."
"T_02865",2024-12-03,"Zendesk",4,4,4,4,4,9,"Overall, Zendesk is a great tool that we use to handle emails and user support. While I would love for the multiple agents quirk to be resolved, it still works perfectly as it is."
"T_03854",2024-12-16,"Zendesk",,,,,,,
"T_03784",2024-12-15,"Zendesk",,,,,,,
"T_00053",2024-10-02,"Freshdesk",4,4,5,4,3,10,"We deal with multiple insurers, and for us to be able to service all the clients we placed with about 17 of these insurers is a whole lot of work, but with freshdesk we easily manage this, and effectively satisfy our clients request, disputes and escalation resolution through a ticketing service, while using the same tool as a BI reporting tool with the fabulous dashboards, and we easily export these reports into google presentation or power point presentation, as well as into excel sheets."
"T_02080",2024-11-18,"Jira Service Management",4,2,5,5,5,7,"It's an awesome platform and a must-have tool to manage work in a team with transparency."
